title,date,price,cats,final_bidder,auctioneer,img,url,auctioneer_url
ORIG. NS FRAUENSCHAFT MEMBER MEDAL-ENAMEL W/SWASTIKA,"Sep 16, 2010",,"Collectibles > Coins, Currency &amp; Stamps",,Universal Live,https://p1.liveauctioneers.com/1011/22543/7861268_1_x.jpg?quality=80,https://www.liveauctioneers.com/item/7861268_orig-ns-frauenschaft-member-medal-enamel-wswastika,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
EARLY NAZI 1935 LARGE NSDAP MEDAL WITH PINBACK,"Sep 16, 2010",,Collectibles > Historical Memorabilia,,Universal Live,https://p1.liveauctioneers.com/1011/22543/7861269_1_x.jpg?quality=80,https://www.liveauctioneers.com/item/7861269_early-nazi-1935-large-nsdap-medal-with-pinback,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
5 NAZI REICHSMARK 1942 WTIH EAGLE AND SWASTIKA,"Sep 16, 2010",$11,Collectibles,Competing Bid,Universal Live,https://p1.liveauctioneers.com/1011/22543/7861272_1_x.jpg?quality=80,https://www.liveauctioneers.com/item/7861272_5-nazi-reichsmark-1942-wtih-eagle-and-swastika,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
NICE ORIGINAL SS SIDE CAP EAGLE/SWASTIKA,"Sep 16, 2010",,Collectibles,,Universal Live,https://p1.liveauctioneers.com/1011/22543/7861274_1_x.jpg?quality=80,https://www.liveauctioneers.com/item/7861274_nice-original-ss-side-cap-eagleswastika,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
NAZI EAGLE/SWASTIKA ARMY OFFICERS M43 CAP INSIGNIA,"Sep 16, 2010",,,,Universal Live,https://p1.liveauctioneers.com/1011/22543/7861282_1_x.jpg?quality=80,https://www.liveauctioneers.com/item/7861282_nazi-eagleswastika-army-officers-m43-cap-insignia,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
RARE EARLY 1936 GAU TAG BADGE FOR KOBLENZ-TRIER,"Sep 16, 2010",$13,Collectibles > Historical Memorabilia,Competing Bid,Universal Live,https://p1.liveauctioneers.com/1011/22543/7861292_1_x.jpg?quality=80,https://www.liveauctioneers.com/item/7861292_rare-early-1936-gau-tag-badge-for-koblenz-trier,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
NAZI LUFTWAFFE UNIFORM BREAST EAGLE-SILVER GREY,"Sep 16, 2010",$22,,Competing Bid,Universal Live,https://p1.liveauctioneers.com/1011/22543/7861304_1_x.jpg?quality=80,https://www.liveauctioneers.com/item/7861304_nazi-luftwaffe-uniform-breast-eagle-silver-grey,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
ORIG. NAZI BADGE OF FEDERATION OF GERMAN ETHNIC GROUPS,"Sep 16, 2010",,Collectibles > Historical Memorabilia,,Universal Live,https://p1.liveauctioneers.com/1011/22543/7861306_1_x.jpg?quality=80,https://www.liveauctioneers.com/item/7861306_orig-nazi-badge-of-federation-of-german-ethnic-groups,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
WWII NAZI- 3 ORIGINAL SWASTIKA DISCS FOR FLAGS UN-SEWN,"Sep 16, 2010",$20,,Competing Bid,Universal Live,https://p1.liveauctioneers.com/1011/22543/7861316_1_x.jpg?quality=80,https://www.liveauctioneers.com/item/7861316_wwii-nazi-3-original-swastika-discs-for-flags-un-sewn,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
2 DJ/DEUTSCHES JUGENDFEST BADGES 1935-W/HJ SWASTIKAS,"Sep 16, 2010",,Collectibles > Historical Memorabilia,,Universal Live,https://p1.liveauctioneers.com/1011/22543/7861318_1_x.jpg?quality=80,https://www.liveauctioneers.com/item/7861318_2-djdeutsches-jugendfest-badges-1935-whj-swastikas,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
UNIQUE ORIGINAL NAZI ARMBAND-RED W/INK STAMP &amp; SWASTIKA,"Sep 16, 2010",,,,Universal Live,https://p1.liveauctioneers.com/1011/22543/7861333_1_x.jpg?quality=80,https://www.liveauctioneers.com/item/7861333_unique-original-nazi-armband-red-wink-stamp-and-swastika,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
NAZI  DAY OF THE WORKER  MEDALS 1934 &amp; 1935 EARLY ORIG.,"Sep 16, 2010",$30,Collectibles > Historical Memorabilia,Internet Bid,Universal Live,https://p1.liveauctioneers.com/1011/22543/7861338_1_x.jpg?quality=80,https://www.liveauctioneers.com/item/7861338_nazi-day-of-the-worker-medals-1934-and-1935-early-orig,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
NAZI TALL SHIP MEDAL-1935-WITH EAGLE &amp; SWASTIKA ON TOP,"Sep 16, 2010",,"Collectibles > Coins, Currency &amp; Stamps",,Universal Live,https://p1.liveauctioneers.com/1011/22543/7861339_1_x.jpg?quality=80,https://www.liveauctioneers.com/item/7861339_nazi-tall-ship-medal-1935-with-eagle-and-swastika-on-top,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
WWII GERMAN NAZI PARTY BANNER,"Dec 14, 2019",,Collectibles > Historical Memorabilia > Political Memorabilia,,Centurion Auctions,https://p1.liveauctioneers.com/1841/155809/78618768_1_x.jpg?quality=80&version=1574464876,https://www.liveauctioneers.com/item/78618768_wwii-german-nazi-party-banner,https://www.liveauctioneers.com/auctioneer/1841/centurion-auctions/
WWII NAZI GERMAN NAMED  LUFTWAFFE OFFICER DAGGER,"Jan 04, 2020",,Collectibles > Weapons &amp; Armor,Competing Bid,Beachwood Auctions LLC,https://p1.liveauctioneers.com/6717/154004/78655492_1_x.jpg?quality=80&version=1576372942,https://www.liveauctioneers.com/item/78655492_wwii-nazi-german-named-luftwaffe-officer-dagger,https://www.liveauctioneers.com/auctioneer/6717/beachwood-auctions-llc/
Nazi German WWII Dagger,"Feb 22, 2020",$275,Collectibles > Weapons &amp; Armor,Competing Bid,"Old Barn Auction, LLC",https://p1.liveauctioneers.com/282/156051/78768340_1_x.jpg?quality=80&version=1574879069,https://www.liveauctioneers.com/item/78768340_nazi-german-wwii-dagger,https://www.liveauctioneers.com/auctioneer/282/old-barn-auction-llc/
"ASSORTED U.S. MILITARY / ARMY O- GAUGE CARS, LOT OF 12","Dec 07, 2019",$130,Collectibles > Weapons &amp; Armor,Competing Bid,Jeffrey S. Evans &amp; Associates,https://p1.liveauctioneers.com/1107/156160/78799432_1_x.jpg?quality=80&version=1574871242,https://www.liveauctioneers.com/item/78799432_assorted-us-military-army-o-gauge-cars-lot-of-12,https://www.liveauctioneers.com/auctioneer/1107/jeffrey-s-evans-and-associates/
Nazi Eagle Over Swastika,"Dec 08, 2019",$200,Collectibles > Historical Memorabilia > Political Memorabilia,Competing Bid,Ralph Fontaine Heritage Auctions Inc.,https://p1.liveauctioneers.com/6355/156197/78822671_1_x.jpg?quality=80&version=1574899969,https://www.liveauctioneers.com/item/78822671_nazi-eagle-over-swastika,https://www.liveauctioneers.com/auctioneer/6355/ralph-fontaine-heritage-auctions-inc/
WWII NAZI GERMAN SOLDIER SOUVENIR STEIN REGENSBURG,"Dec 21, 2019",$220,Collectibles > Breweriana &amp; Beer Collectibles > Beer Drinkware &amp; Steins,Competing Bid,Milestone Auctions,https://p1.liveauctioneers.com/3324/156704/79086183_1_x.jpg?quality=80&version=1575492311,https://www.liveauctioneers.com/item/79086183_wwii-nazi-german-soldier-souvenir-stein-regensburg,https://www.liveauctioneers.com/auctioneer/3324/milestone-auctions/
WWII NAZI GERMAN ALUMINUM TRAIN EAGLE,"Dec 21, 2019","$2,800",Collectibles > Historical Memorabilia > Political Memorabilia,Internet Bid,Milestone Auctions,https://p1.liveauctioneers.com/3324/156704/79086196_1_x.jpg?quality=80&version=1575492311,https://www.liveauctioneers.com/item/79086196_wwii-nazi-german-aluminum-train-eagle,https://www.liveauctioneers.com/auctioneer/3324/milestone-auctions/
WWII NAZI GERMAN HITLER PLAQUE MADE IN DRESDEN,"Dec 21, 2019",$190,Collectibles,Competing Bid,Milestone Auctions,https://p1.liveauctioneers.com/3324/156704/79086325_1_x.jpg?quality=80&version=1575492311,https://www.liveauctioneers.com/item/79086325_wwii-nazi-german-hitler-plaque-made-in-dresden,https://www.liveauctioneers.com/auctioneer/3324/milestone-auctions/
WWII NAZI GERMAN MARKED SAUCER DATED 1939,"Dec 21, 2019",$180,Home &amp; Décor > Tableware &amp; Barware,Internet Bid,Milestone Auctions,https://p1.liveauctioneers.com/3324/156704/79086326_1_x.jpg?quality=80&version=1575492311,https://www.liveauctioneers.com/item/79086326_wwii-nazi-german-marked-saucer-dated-1939,https://www.liveauctioneers.com/auctioneer/3324/milestone-auctions/
WWII NAZI GERMAN HEER SPORT SHIRT CHEST PATCH,"Dec 21, 2019",$60,Fashion > Women's Clothing > Shirts &amp; Blouses,Internet Bid,Milestone Auctions,https://p1.liveauctioneers.com/3324/156704/79086332_1_x.jpg?quality=80&version=1575492311,https://www.liveauctioneers.com/item/79086332_wwii-nazi-german-heer-sport-shirt-chest-patch,https://www.liveauctioneers.com/auctioneer/3324/milestone-auctions/
WWII NAZI GERMAN SS MEMBER'S ARMBAND W/ RZM TAG,"Dec 21, 2019",$450,Collectibles,Internet Bid,Milestone Auctions,https://p1.liveauctioneers.com/3324/156704/79086367_1_x.jpg?quality=80&version=1575492311,https://www.liveauctioneers.com/item/79086367_wwii-nazi-german-ss-member-s-armband-w-rzm-tag,https://www.liveauctioneers.com/auctioneer/3324/milestone-auctions/
WWII NAZI GERMAN CLOSE COMBAT CLASP IN BRONZE JFS,"Dec 21, 2019",$260,Collectibles > Weapons &amp; Armor,Competing Bid,Milestone Auctions,https://p1.liveauctioneers.com/3324/156704/79086369_1_x.jpg?quality=80&version=1575492311,https://www.liveauctioneers.com/item/79086369_wwii-nazi-german-close-combat-clasp-in-bronze-jfs,https://www.liveauctioneers.com/auctioneer/3324/milestone-auctions/
WWII NAZI GERMAN LUFTWAFFE FLAK ARTILLERY BADGE,"Dec 21, 2019",$250,Home &amp; Décor > Decorative Objects > Candle Holders,Competing Bid,Milestone Auctions,https://p1.liveauctioneers.com/3324/156704/79086370_1_x.jpg?quality=80&version=1575492311,https://www.liveauctioneers.com/item/79086370_wwii-nazi-german-luftwaffe-flak-artillery-badge,https://www.liveauctioneers.com/auctioneer/3324/milestone-auctions/
WWII NAZI GERMAN HEER GENERALS BREAST EAGLE,"Dec 21, 2019",$210,"Collectibles > Coins, Currency &amp; Stamps",Competing Bid,Milestone Auctions,https://p1.liveauctioneers.com/3324/156704/79086379_1_x.jpg?quality=80&version=1575492311,https://www.liveauctioneers.com/item/79086379_wwii-nazi-german-heer-generals-breast-eagle,https://www.liveauctioneers.com/auctioneer/3324/milestone-auctions/
WWII NAZI GERMAN LUFTWAFFE TROPICAL BREAST EAGLE,"Dec 21, 2019",$120,"Collectibles > Coins, Currency &amp; Stamps",Competing Bid,Milestone Auctions,https://p1.liveauctioneers.com/3324/156704/79086380_1_x.jpg?quality=80&version=1575492311,https://www.liveauctioneers.com/item/79086380_wwii-nazi-german-luftwaffe-tropical-breast-eagle,https://www.liveauctioneers.com/auctioneer/3324/milestone-auctions/
WWII NAZI GERMAN KRIEGSMARINE EAGLE LOT OF 2,"Dec 21, 2019",$150,Collectibles,Competing Bid,Milestone Auctions,https://p1.liveauctioneers.com/3324/156704/79086411_1_x.jpg?quality=80&version=1575492311,https://www.liveauctioneers.com/item/79086411_wwii-nazi-german-kriegsmarine-eagle-lot-of-2,https://www.liveauctioneers.com/auctioneer/3324/milestone-auctions/
WWII NAZI GERMAN STAATSKASINO KRAKAU PLATE,"Dec 21, 2019",$290,Collectibles > Historical Memorabilia > Political Memorabilia,Internet Bid,Milestone Auctions,https://p1.liveauctioneers.com/3324/156704/79086430_1_x.jpg?quality=80&version=1575492311,https://www.liveauctioneers.com/item/79086430_wwii-nazi-german-staatskasino-krakau-plate,https://www.liveauctioneers.com/auctioneer/3324/milestone-auctions/
WWII NAZI GERMAN GREEN EAGLE PLATE CREAM PITCHER,"Dec 21, 2019",$220,Home &amp; Décor > Tableware &amp; Barware,Competing Bid,Milestone Auctions,https://p1.liveauctioneers.com/3324/156704/79086431_1_x.jpg?quality=80&version=1575492311,https://www.liveauctioneers.com/item/79086431_wwii-nazi-german-green-eagle-plate-cream-pitcher,https://www.liveauctioneers.com/auctioneer/3324/milestone-auctions/
WWII NAZI GERMAN HEER KUBAN CAMPAIGN SHIELD MINT,"Dec 21, 2019",$170,Collectibles,Internet Bid,Milestone Auctions,https://p1.liveauctioneers.com/3324/156704/79086529_1_x.jpg?quality=80&version=1575492311,https://www.liveauctioneers.com/item/79086529_wwii-nazi-german-heer-kuban-campaign-shield-mint,https://www.liveauctioneers.com/auctioneer/3324/milestone-auctions/
WWII NAZI GERMAN DEUTSCHE LUFTWAFFE ARMBAND,"Dec 21, 2019",$100,Collectibles,Competing Bid,Milestone Auctions,https://p1.liveauctioneers.com/3324/156704/79086548_1_x.jpg?quality=80&version=1575492311,https://www.liveauctioneers.com/item/79086548_wwii-nazi-german-deutsche-luftwaffe-armband,https://www.liveauctioneers.com/auctioneer/3324/milestone-auctions/
WWII NAZI GERMAN POLIZEI NCO'S SHAKO EAGLE,"Dec 21, 2019",$110,Collectibles > Weapons &amp; Armor,Competing Bid,Milestone Auctions,https://p1.liveauctioneers.com/3324/156704/79086553_1_x.jpg?quality=80&version=1575492311,https://www.liveauctioneers.com/item/79086553_wwii-nazi-german-polizei-nco-s-shako-eagle,https://www.liveauctioneers.com/auctioneer/3324/milestone-auctions/
WWII NAZI GERMAN NSDAP POLITICAL PODIUM BANNER,"Dec 21, 2019",$250,Collectibles > Historical Memorabilia > Political Memorabilia,Competing Bid,Milestone Auctions,https://p1.liveauctioneers.com/3324/156704/79086555_1_x.jpg?quality=80&version=1575492311,https://www.liveauctioneers.com/item/79086555_wwii-nazi-german-nsdap-political-podium-banner,https://www.liveauctioneers.com/auctioneer/3324/milestone-auctions/
WWII NAZI GERMAN DRL SPORTS BADGE FOR WAR WOUNDED,"Dec 21, 2019",$90,Collectibles > Historical Memorabilia,Internet Bid,Milestone Auctions,https://p1.liveauctioneers.com/3324/156704/79086558_1_x.jpg?quality=80&version=1575492311,https://www.liveauctioneers.com/item/79086558_wwii-nazi-german-drl-sports-badge-for-war-wounded,https://www.liveauctioneers.com/auctioneer/3324/milestone-auctions/
NAZI CASED WAR MERIT CROSS 1ST CLASS 1939 W SWORDS,"Dec 21, 2019",$140,Collectibles > Weapons &amp; Armor,Competing Bid,Milestone Auctions,https://p1.liveauctioneers.com/3324/156704/79086569_1_x.jpg?quality=80&version=1575492311,https://www.liveauctioneers.com/item/79086569_nazi-cased-war-merit-cross-1st-class-1939-w-swords,https://www.liveauctioneers.com/auctioneer/3324/milestone-auctions/
WWII NAZI GERMAN HUNTING ASSOCIATION PENNANT,"Dec 21, 2019",$625,Collectibles,Competing Bid,Milestone Auctions,https://p1.liveauctioneers.com/3324/156704/79086573_1_x.jpg?quality=80&version=1575492311,https://www.liveauctioneers.com/item/79086573_wwii-nazi-german-hunting-association-pennant,https://www.liveauctioneers.com/auctioneer/3324/milestone-auctions/
WWII NAZI GERMAN CHAFING DISH,"Dec 21, 2019",$180,Collectibles,Competing Bid,Milestone Auctions,https://p1.liveauctioneers.com/3324/156704/79086582_1_x.jpg?quality=80&version=1575492311,https://www.liveauctioneers.com/item/79086582_wwii-nazi-german-chafing-dish,https://www.liveauctioneers.com/auctioneer/3324/milestone-auctions/
WWII NAZI GERMAN NSDAP WALL BANNER OR LARGE FLAG,"Dec 21, 2019",$120,Collectibles > Historical Memorabilia > Political Memorabilia,Internet Bid,Milestone Auctions,https://p1.liveauctioneers.com/3324/156704/79086631_1_x.jpg?quality=80&version=1575492311,https://www.liveauctioneers.com/item/79086631_wwii-nazi-german-nsdap-wall-banner-or-large-flag,https://www.liveauctioneers.com/auctioneer/3324/milestone-auctions/
WWII NAZI GERMAN NATIONAL PARTY FLAG,"Dec 21, 2019",$100,Collectibles > Historical Memorabilia > Political Memorabilia,Competing Bid,Milestone Auctions,https://p1.liveauctioneers.com/3324/156704/79086639_1_x.jpg?quality=80&version=1575492311,https://www.liveauctioneers.com/item/79086639_wwii-nazi-german-national-party-flag,https://www.liveauctioneers.com/auctioneer/3324/milestone-auctions/
WWII NAZI GERMAN INSIGNIA GROUPING NSFK DRL ARMY,"Dec 21, 2019",$100,"Collectibles > Coins, Currency &amp; Stamps",Internet Bid,Milestone Auctions,https://p1.liveauctioneers.com/3324/156704/79086648_1_x.jpg?quality=80&version=1575492311,https://www.liveauctioneers.com/item/79086648_wwii-nazi-german-insignia-grouping-nsfk-drl-army,https://www.liveauctioneers.com/auctioneer/3324/milestone-auctions/
WWII NAZI GERMAN HUNTING ASSOCIATION WARDENS BADGE,"Dec 21, 2019",$170,Collectibles,Competing Bid,Milestone Auctions,https://p1.liveauctioneers.com/3324/156704/79086650_1_x.jpg?quality=80&version=1575492311,https://www.liveauctioneers.com/item/79086650_wwii-nazi-german-hunting-association-wardens-badge,https://www.liveauctioneers.com/auctioneer/3324/milestone-auctions/
WWII NAZI GERMAN NAVY MINESWEEPER'S WAR BADGE,"Dec 21, 2019",$130,Collectibles > Weapons &amp; Armor,Competing Bid,Milestone Auctions,https://p1.liveauctioneers.com/3324/156704/79086659_1_x.jpg?quality=80&version=1575492311,https://www.liveauctioneers.com/item/79086659_wwii-nazi-german-navy-minesweeper-s-war-badge,https://www.liveauctioneers.com/auctioneer/3324/milestone-auctions/
WWII NAZI GERMAN ARMY KUBAN CAMPAIGN SHIELD,"Dec 21, 2019",$120,Collectibles > Weapons &amp; Armor,Internet Bid,Milestone Auctions,https://p1.liveauctioneers.com/3324/156704/79086661_1_x.jpg?quality=80&version=1575492311,https://www.liveauctioneers.com/item/79086661_wwii-nazi-german-army-kuban-campaign-shield,https://www.liveauctioneers.com/auctioneer/3324/milestone-auctions/
WWII NAZI WAR MERIT CROSS 1ST CLASS WITH SWORDS,"Dec 21, 2019",$325,Collectibles > Weapons &amp; Armor,Competing Bid,Milestone Auctions,https://p1.liveauctioneers.com/3324/156704/79086664_1_x.jpg?quality=80&version=1575492311,https://www.liveauctioneers.com/item/79086664_wwii-nazi-war-merit-cross-1st-class-with-swords,https://www.liveauctioneers.com/auctioneer/3324/milestone-auctions/
WWII NAZI WAR MERIT CROSS 1ST CLASS WITH SWORDS,"Dec 21, 2019",$120,Collectibles > Weapons &amp; Armor,Internet Bid,Milestone Auctions,https://p1.liveauctioneers.com/3324/156704/79086665_1_x.jpg?quality=80&version=1575492311,https://www.liveauctioneers.com/item/79086665_wwii-nazi-war-merit-cross-1st-class-with-swords,https://www.liveauctioneers.com/auctioneer/3324/milestone-auctions/
WWII NAZI GERMAN NAVY MINESWEEPER'S WAR BADGE,"Dec 21, 2019",$130,Collectibles > Historical Memorabilia,Competing Bid,Milestone Auctions,https://p1.liveauctioneers.com/3324/156704/79086668_1_x.jpg?quality=80&version=1575492311,https://www.liveauctioneers.com/item/79086668_wwii-nazi-german-navy-minesweeper-s-war-badge,https://www.liveauctioneers.com/auctioneer/3324/milestone-auctions/
WWII NAZI GERMAN GOLD WOUND BADGE 1939,"Dec 21, 2019",$180,Collectibles > Historical Memorabilia,Competing Bid,Milestone Auctions,https://p1.liveauctioneers.com/3324/156704/79086670_1_x.jpg?quality=80&version=1575492311,https://www.liveauctioneers.com/item/79086670_wwii-nazi-german-gold-wound-badge-1939,https://www.liveauctioneers.com/auctioneer/3324/milestone-auctions/
WWII NAZI GERMAN ARMY SILVER WOUND BADGE LOT 3,"Dec 21, 2019",$170,Collectibles > Historical Memorabilia,Internet Bid,Milestone Auctions,https://p1.liveauctioneers.com/3324/156704/79086671_1_x.jpg?quality=80&version=1575492311,https://www.liveauctioneers.com/item/79086671_wwii-nazi-german-army-silver-wound-badge-lot-3,https://www.liveauctioneers.com/auctioneer/3324/milestone-auctions/
WWII NAZI GERMAN 1934 GERA PROVINCIAL DAY BADGES,"Dec 21, 2019",$40,Collectibles > Weapons &amp; Armor,Competing Bid,Milestone Auctions,https://p1.liveauctioneers.com/3324/156704/79086679_1_x.jpg?quality=80&version=1575492311,https://www.liveauctioneers.com/item/79086679_wwii-nazi-german-1934-gera-provincial-day-badges,https://www.liveauctioneers.com/auctioneer/3324/milestone-auctions/
WWII NAZI GERMAN SPORTS AND SHOOTING BADGE LOT,"Dec 21, 2019",$50,Collectibles > Historical Memorabilia,Internet Bid,Milestone Auctions,https://p1.liveauctioneers.com/3324/156704/79086683_1_x.jpg?quality=80&version=1575492311,https://www.liveauctioneers.com/item/79086683_wwii-nazi-german-sports-and-shooting-badge-lot,https://www.liveauctioneers.com/auctioneer/3324/milestone-auctions/
